Version	PE1PE2	Adapters_trim	VectorTrim	K_mer_size	Distance	ContamScr	kc_size	QualTrim	Qual_max_avg_error	Qual_max_err_at_ends	OutputPrefix	RepFilename1	RepFilename2	PE1OutputFilename	PE2OutputFilename	ShuffledFilename	SEFilename	Max_align_mismatches	MinReadLen	new2old_illumina	PE1ReadsAn	PE1Bases	PE1TruSeqAdap_found	Perc_PE1TruSeq	PE1ReadsWVector_found	Perc_PE1ReadsWVector	PE1ReadsWContam_found	Perc_PE1ReadsWContam	PE1LeftTrimmedQual	PE1LeftTrimmedVector	PE1AvgLeftTrimLen	PE1RightTrimmedAdap	PE1RightTrimmedQual	PE1RightTrimmedVector	PE1AvgRightTrimLen	PE1DiscardedTotal	PE1DiscByContam	PE1DiscByLength	PE2ReadsAn	PE2Bases	PE2TruSeqAdap_found	Perc_PE2TruSeq	PE2ReadsWVector_found	Perc_PE2ReadsWVector	PE2ReadsWContam_found	Perc_PE2ReadsWContam	PE2LeftTrimmedQual	PE2LeftTrimmedVector	PE2AvgLeftTrimLen	PE2RightTrimmedAdap	PE2RightTrimmedQual	PE2RightTrimmedVector	PE2AvgRightTrimLen	PE2DiscardedTotal	PE2DiscByContam	PE2DiscByLength	PairsKept	Perc_Kept	Bases	Perc_Bases	PairsDiscarded	Perc_Discarded	Bases	Perc_Bases	SE_PE1_Kept	SE_PE1_Bases	SE_PE2_Kept	SE_PE2_Bases	AvgTrimmedLenPE1	AvgTrimmedLenPE2	perfect_ov	partial_ov	PolyAT	cdna	c_err	crng	left_trimmed_by_polyat1	right_trimmed_by_polyat1	left_trimmed_by_polyat2	right_trimmed_by_polyat2	dup_scr	duplicates	sizedw	startdw	maxdup
1.10.09 (2018-10-16)	/mnt/miniwdl_task_container/work/_miniwdl_inputs/0/2503120184-braz_R1.fastq, /mnt/miniwdl_task_container/work/_miniwdl_inputs/0/2503120184-braz_R2.fastq	YES	NO	NA	NA	YES	15	YES	30	30	2503120184-braz_clean	2503120184-braz_clean_PE1_Report.tsv	2503120184-braz_clean_PE2_Report.tsv	2503120184-braz_clean_PE1.fastq.gz	2503120184-braz_clean_PE2.fastq.gz	NA	2503120184-braz_clean_SE.fastq.gz	7	25	NO	604770	59778866	74159	12.2623	NA	NA	0	0	34210	NA	2.88412	0	502207	NA	3.20691	2537	0	2537	604770	59858773	74394	12.3012	NA	NA	0	0	37280	NA	3.12756	496742	NA	239	2.75698	8002	0	8002	494205	81.7178	102596674	85.7562	0	0	0	0	8002	459313	2537	139411	103	103.393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA

